"Codigo","TituloConta","DataLancamento","CodigoEvento","Valor"
"0101010201","Banco Um","2019-08-26","30.0.0023","100.0000"
"0101010201","Banco Um","2019-09-30","30.0.0023","100.0000"
"0101010201","Banco Um","2019-10-24","30.0.0023","100.0000"
"0101010201","Banco Um","2019-11-26","30.0.0023","100.0000"
"0101010201","Banco Um","2020-09-21","30.0.0023","25.8000"
"0101010201","Banco Um","2020-08-20","30.0.0023","15.2600"
"0101010201","Banco Um","2020-02-21","30.0.0023","171.0500"
"0101010201","Banco Um","2020-07-22","30.0.0023","166.9200"
"0101010201","Banco Um","2020-05-20","30.0.0023","169.8100"
"0101010201","Banco Um","2020-06-22","30.0.0023","146.4200"
"0101010201","Banco Um","2020-04-20","30.0.0023","161.1500"
"0101010201","Banco Um","2020-03-20","30.0.0023","168.5900"
"0101010201","Banco Um","2019-12-30","30.0.0023","100.0000"
"0101010201","Banco Um","2020-01-30","30.0.0023","162.8000"
"0101010201","Banco Um","2019-06-11","30.0.0023","100.0000"
"0101010201","Banco Um","2019-06-17","30.0.0023","100.0000"
"0101010201","Banco Um","2019-07-30","30.0.0023","100.0000"
"0101010201","Banco Um","2019-01-28","30.0.0023","55.0000"
"0101010201","Banco Um","2019-02-19","30.0.0023","58.0000"
"0101010201","Banco Um","2019-03-28","30.0.0023","58.5000"
"0101010201","Banco Um","2019-04-24","30.0.0023","50.0000"
"0101010201","Banco Um","2021-03-26","30.0.0023","225.2700"
"0101010201","Banco Um","2021-04-22","30.0.0023","29.5400"
"0101010201","Banco Um","2021-05-22","30.0.0023","10.7900"
"0101010201","Banco Um","2021-06-21","30.0.0023","8.0000"
"0101010201","Banco Um","2021-07-26","30.0.0023","34.1800"
"0101010201","Banco Um","2021-08-20","30.0.0023","46.3200"
"0101010201","Banco Um","2021-09-20","30.0.0023","62.9700"
"0101010201","Banco Um","2021-10-20","30.0.0023","152.2600"
"0101010201","Banco Um","2021-11-22","30.0.0023","72.9600"
"0101010201","Banco Um","2021-12-20","30.0.0023","66.7500"
"0101010201","Banco Um","2022-01-20","30.0.0023","268.9800"
"0101010201","Banco Um","2022-03-21","30.0.0023","315.9000"
"0101010201","Banco Um","2022-04-20","30.0.0023","14.4600"
"0101010201","Banco Um","2022-05-20","30.0.0023","0.0000"
"0101010201","Banco Um","2022-06-20","30.0.0023","0.0000"
"0101010201","Banco Um","2022-07-20","30.0.0023","0.0000"
"0101010201","Banco Um","2022-08-20","30.0.0023","0.0000"
"0101010201","Banco Um","2022-09-20","30.0.0023","0.0000"
"0101010201","Banco Um","2022-10-20","30.0.0023","0.0000"
"0101010201","Banco Um","2022-11-20","30.0.0023","0.0000"
"0101010201","Banco Um","2022-02-20","30.0.0023","270.3800"
"0101010201","Banco Um","2023-05-22","30.0.0023","38.6100"
"0101010201","Banco Um","2023-06-20","30.0.0023","0.0000"
"0101010201","Banco Um","2023-02-23","30.0.0023","285.1100"
"0101010201","Banco Um","2023-03-20","30.0.0023","293.8500"
"0101010201","Banco Um","2023-04-20","30.0.0023","45.0700"
"0101010201","Banco Um","2023-07-20","30.0.0023","0.0000"
"0101010201","Banco Um","2023-08-20","30.0.0023","0.0000"
"0101010201","Banco Um","2023-09-20","30.0.0023","0.0000"
"0101010201","Banco Um","2023-01-24","30.0.0023","260.0100"
"0101010201","Banco Um","2023-10-20","30.0.0023","0.0000"
"0101010201","Banco Um","2023-11-20","30.0.0023","0.0000"
"0101010201","Banco Um","2023-12-20","30.0.0023","0.0000"
"0101010201","Banco Um","2024-01-22","30.0.0023","336.6900"
"0101010201","Banco Um","2024-02-20","30.0.0023","308.7900"
"0101010201","Banco Um","2024-03-20","30.0.0023","296.1100"
"0101010201","Banco Um","2024-04-22","30.0.0023","78.9000"
"0101010201","Banco Um","2024-05-20","30.0.0023","6.6200"
"0101010201","Banco Um","2024-06-20","30.0.0023","0.0000"
"0101010201","Banco Um","2024-07-20","30.0.0023","0.0000"
"0101010201","Banco Um","2024-08-20","30.0.0023","0.0000"
"0101010201","Banco Um","2024-09-20","30.0.0023","0.0000"
"0101010201","Banco Um","2024-10-21","30.0.0023","12.1800"
"0101010201","Banco Um","2024-11-21","30.0.0023","125.1100"
"0101010201","Banco Um","2024-12-20","30.0.0023","101.5700"
"0101010201","Banco Um","2025-01-20","30.0.0023","319.2400"
"0101010201","Banco Um","2025-02-20","30.0.0023","361.5900"
"0101010201","Banco Um","2025-03-20","30.0.0023","383.0700"
"0101010201","Banco Um","2025-04-20","30.0.0023","237.5100"
"0101010201","Banco Um","2020-08-10","30.0.0025","49.1400"
"0101010201","Banco Um","2020-08-11","30.0.0025","2550.0000"
"0101010201","Banco Um","2020-09-11","30.0.0025","325.0000"
"0101010201","Banco Um","2020-10-23","30.0.0025","1325.7000"
"0101010201","Banco Um","2020-11-19","30.0.0025","3263.4000"
"0101010201","Banco Um","2020-02-24","30.0.0025","914.7500"
"0101010201","Banco Um","2020-10-08","30.0.0025","1863.6600"
"0101010201","Banco Um","2019-08-20","30.0.0025","600.0000"
"0101010201","Banco Um","2019-10-18","30.0.0025","600.0000"
"0101010201","Banco Um","2019-12-09","30.0.0025","397.7600"
"0101010201","Banco Um","2020-03-26","30.0.0025","1462.3400"
"0101010201","Banco Um","2019-04-22","30.0.0025","38.5800"
"0101010201","Banco Um","2019-06-21","30.0.0025","1359.4900"
"0101010201","Banco Um","2019-03-01","30.0.0025","1401.9100"
"0101010201","Banco Um","2019-04-01","30.0.0025","578.4000"
"0101010201","Banco Um","2019-04-01","30.0.0025","916.2500"
"0101010201","Banco Um","2019-03-06","30.0.0025","916.2500"
"0101010201","Banco Um","2021-07-19","30.0.0025","854.0000"
"0101010201","Banco Um","2021-10-25","30.0.0025","1436.0000"
"0101010201","Banco Um","2021-11-08","30.0.0025","151.3800"
"0101010201","Banco Um","2022-08-25","30.0.0025","807.0000"
"0101010201","Banco Um","2022-08-29","30.0.0025","4456.8600"
"0101010201","Banco Um","2022-09-26","30.0.0025","807.0000"
"0101010201","Banco Um","2022-10-25","30.0.0025","807.0000"
"0101010201","Banco Um","2022-10-17","30.0.0025","805.0000"
"0101010201","Banco Um","2022-11-15","30.0.0025","805.0000"
"0101010201","Banco Um","2022-12-15","30.0.0025","805.0000"
"0101010201","Banco Um","2022-11-14","30.0.0025","3355.4000"
"0101010201","Banco Um","2023-03-08","30.0.0025","1596.8100"
"0101010201","Banco Um","2022-04-28","30.0.0025","4299.8000"
"0101010201","Banco Um","2023-06-12","30.0.0025","125.0000"
"0101010201","Banco Um","2023-11-01","30.0.0025","3747.5600"
"0101010201","Banco Um","2023-07-10","30.0.0025","38.0000"
"0101010201","Banco Um","2023-08-16","30.0.0025","1908.8300"
"0101010201","Banco Um","2024-01-15","30.0.0025","1975.6300"
"0101010201","Banco Um","2024-04-11","30.0.0025","3125.8300"
"0101010201","Banco Um","2024-03-28","30.0.0025","300.0000"
"0101010201","Banco Um","2024-05-06","30.0.0025","300.0000"
"0101010201","Banco Um","2024-06-28","30.0.0025","3469.2400"
"0101010201","Banco Um","2024-06-18","30.0.0025","60.0000"
"0101010201","Banco Um","2024-08-29","30.0.0025","2211.2900"
"0101010201","Banco Um","2024-11-27","30.0.0025","141.7400"
"0101010201","Banco Um","2024-10-28","30.0.0025","1487.3500"
"0101010201","Banco Um","2024-11-27","30.0.0025","2218.3900"
"0101010201","Banco Um","2025-05-02","30.0.0025","5124.4100"
"0101010201","Banco Um","2025-04-16","30.0.0025","5018.8000"
"0101010201","Banco Um","2019-06-03","30.0.0028","43.3900"
"0101010201","Banco Um","2019-10-07","30.0.0028","27.0000"
"0101010201","Banco Um","2019-09-30","30.0.0028","54.0000"
"0101010201","Banco Um","2019-09-30","30.0.0028","27.0000"
"0101010201","Banco Um","2019-09-27","30.0.0028","29.5000"
"0101010201","Banco Um","2019-09-27","30.0.0028","54.0000"
"0101010201","Banco Um","2020-08-31","30.0.0028","43.5000"
"0101010201","Banco Um","2020-09-03","30.0.0028","245.2000"
"0101010201","Banco Um","2020-09-30","30.0.0028","115.7800"
"0101010201","Banco Um","2020-10-28","30.0.0028","109.8500"
"0101010201","Banco Um","2020-11-03","30.0.0028","21.1200"
"0101010201","Banco Um","2020-11-30","30.0.0028","67.8900"
"0101010201","Banco Um","2020-11-30","30.0.0028","38.0000"
"0101010201","Banco Um","2020-11-30","30.0.0028","305.3800"
"0101010201","Banco Um","2019-12-20","30.0.0028","276.8000"
"0101010201","Banco Um","2019-11-25","30.0.0028","38.3800"
"0101010201","Banco Um","2019-12-23","30.0.0028","20.3000"
"0101010201","Banco Um","2019-01-07","30.0.0028","138.0000"
"0101010201","Banco Um","2019-01-07","30.0.0028","56.0000"
"0101010201","Banco Um","2019-03-15","30.0.0028","218.5100"
"0101010201","Banco Um","2021-08-23","30.0.0028","65.4100"
"0101010201","Banco Um","2022-01-03","30.0.0028","343.1200"
"0101010201","Banco Um","2022-02-02","30.0.0028","149.9800"
"0101010201","Banco Um","2021-12-27","30.0.0028","138.7300"
"0101010201","Banco Um","2022-03-16","30.0.0028","367.8700"
"0101010201","Banco Um","2022-03-16","30.0.0028","129.6600"
"0101010201","Banco Um","2022-03-18","30.0.0028","147.0000"
"0101010201","Banco Um","2022-06-06","30.0.0028","166.8700"
"0101010201","Banco Um","2022-06-14","30.0.0028","286.4800"
"0101010201","Banco Um","2022-06-10","30.0.0028","18.7500"
"0101010201","Banco Um","2023-03-06","30.0.0028","125.0000"
"0101010201","Banco Um","2023-03-14","30.0.0028","416.8800"
"0101010201","Banco Um","2023-01-09","30.0.0028","134.9900"
"0101010201","Banco Um","2023-03-06","30.0.0028","237.5100"
"0101010201","Banco Um","2023-02-06","30.0.0028","70.0000"
"0101010201","Banco Um","2023-03-13","30.0.0028","145.5300"
"0101010201","Banco Um","2023-06-09","30.0.0028","97.4700"
"0101010201","Banco Um","2023-06-09","30.0.0028","307.2700"
"0101010201","Banco Um","2023-07-10","30.0.0028","171.0000"
"0101010201","Banco Um","2023-08-07","30.0.0028","134.5300"
"0101010201","Banco Um","2023-11-13","30.0.0028","190.4500"
"0101010201","Banco Um","2024-02-14","30.0.0028","33.2700"
"0101010201","Banco Um","2024-02-14","30.0.0028","130.1500"
"0101010201","Banco Um","2024-02-14","30.0.0028","26.5000"
"0101010201","Banco Um","2024-02-20","30.0.0028","80.0000"
"0101010201","Banco Um","2024-06-18","30.0.0028","100.0000"
"0101010201","Banco Um","2024-07-26","30.0.0028","77.5000"
"0101010201","Banco Um","2024-08-29","30.0.0028","283.6000"
"0101010201","Banco Um","2024-11-27","30.0.0028","24.4400"
"0101010201","Banco Um","2024-12-26","30.0.0028","96.6000"
"0101010201","Banco Um","2025-04-16","30.0.0028","494.2900"
"0101010201","Banco Um","2025-04-07","30.0.0028","302.5000"
"0101010201","Banco Um","2025-03-07","30.0.0028","41.5000"
"0101010100","Caixa","2021-07-20","30.0.0030","50.0000"
"0101010201","Banco Um","2020-12-30","30.0.0031","50.0000"
"0101010201","Banco Um","2020-11-16","30.0.0031","100.0000"
"0101010201","Banco Um","2020-12-14","30.0.0031","70.0000"
"0101010201","Banco Um","2020-12-14","30.0.0031","80.0000"
"0101010201","Banco Um","2021-01-27","30.0.0031","50.0000"
"0101010201","Banco Um","2021-02-25","30.0.0031","50.0000"
"0101010201","Banco Um","2019-09-03","30.0.0031","50.0000"
"0101010201","Banco Um","2019-11-05","30.0.0031","50.0000"
"0101010201","Banco Um","2019-12-23","30.0.0031","50.0000"
"0101010201","Banco Um","2020-09-29","30.0.0031","50.0000"
"0101010201","Banco Um","2020-10-29","30.0.0031","50.0000"
"0101010201","Banco Um","2020-09-11","30.0.0031","50.0000"
"0101010201","Banco Um","2020-10-29","30.0.0031","1435.0000"
"0101010201","Banco Um","2020-11-05","30.0.0031","959.4800"
"0101010201","Banco Um","2020-08-27","30.0.0031","50.0000"
"0101010201","Banco Um","2020-11-25","30.0.0031","50.0000"
"0101010201","Banco Um","2020-12-15","30.0.0031","812.5000"
"0101010201","Banco Um","2020-01-31","30.0.0031","50.0000"
"0101010201","Banco Um","2020-02-26","30.0.0031","150.0000"
"0101010201","Banco Um","2020-07-22","30.0.0031","50.0000"
"0101010201","Banco Um","2020-06-19","30.0.0031","802.5000"
"0101010201","Banco Um","2020-04-30","30.0.0031","50.0000"
"0101010201","Banco Um","2020-05-18","30.0.0031","50.0000"
"0101010201","Banco Um","2020-06-23","30.0.0031","50.0000"
"0101010201","Banco Um","2020-03-25","30.0.0031","50.0000"
"0101010201","Banco Um","2019-06-25","30.0.0031","719.7000"
"0101010201","Banco Um","2019-08-19","30.0.0031","996.5300"
"0101010201","Banco Um","2019-10-18","30.0.0031","50.0000"
"0101010201","Banco Um","2019-11-06","30.0.0031","1375.0000"
"0101010201","Banco Um","2019-11-29","30.0.0031","293.3000"
"0101010201","Banco Um","2019-12-29","30.0.0031","293.3000"
"0101010201","Banco Um","2019-11-05","30.0.0031","63.0700"
"0101010201","Banco Um","2019-10-29","30.0.0031","50.0000"
"0101010201","Banco Um","2019-12-20","30.0.0031","929.0000"
"0101010201","Banco Um","2019-12-02","30.0.0031","140.0000"
"0101010201","Banco Um","2020-01-29","30.0.0031","293.3000"
"0101010201","Banco Um","2020-03-02","30.0.0031","293.3100"
"0101010201","Banco Um","2020-01-17","30.0.0031","105.0000"
"0101010201","Banco Um","2019-04-05","30.0.0031","50.0000"
"0101010201","Banco Um","2019-05-03","30.0.0031","50.0000"
"0101010201","Banco Um","2019-07-08","30.0.0031","50.0000"
"0101010201","Banco Um","2019-08-01","30.0.0031","50.0000"
"0101010201","Banco Um","2019-06-01","30.0.0031","50.0000"
"0101010201","Banco Um","2019-05-27","30.0.0031","110.0000"
"0101010201","Banco Um","2019-02-13","30.0.0031","50.0000"
"0101010201","Banco Um","2019-01-28","30.0.0031","50.0000"
"0101010201","Banco Um","2019-02-25","30.0.0031","20.0000"
"0101010201","Banco Um","2021-04-29","30.0.0031","50.0000"
"0101010201","Banco Um","2021-05-31","30.0.0031","50.0000"
"0101010201","Banco Um","2021-06-22","30.0.0031","50.0000"
"0101010201","Banco Um","2021-04-05","30.0.0031","50.0000"
"0101010201","Banco Um","2021-06-02","30.0.0031","823.0000"
"0101010201","Banco Um","2021-09-29","30.0.0031","50.0000"
"0101010201","Banco Um","2021-08-31","30.0.0031","50.0000"
"0101010201","Banco Um","2021-08-02","30.0.0031","169.1100"
"0101010201","Banco Um","2021-10-22","30.0.0031","50.0000"
"0101010201","Banco Um","2021-10-01","30.0.0031","2032.2800"
"0101010201","Banco Um","2021-11-24","30.0.0031","50.0000"
"0101010201","Banco Um","2021-11-09","30.0.0031","150.0000"
"0101010201","Banco Um","2021-12-23","30.0.0031","100.0000"
"0101010201","Banco Um","2021-11-30","30.0.0031","205.0000"
"0101010201","Banco Um","2021-12-15","30.0.0031","200.0000"
"0101010201","Banco Um","2022-01-03","30.0.0031","20.0000"
"0101010201","Banco Um","2022-01-26","30.0.0031","50.0000"
"0101010201","Banco Um","2022-03-21","30.0.0031","50.0000"
"0101010201","Banco Um","2022-04-28","30.0.0031","50.0000"
"0101010201","Banco Um","2022-05-24","30.0.0031","50.0000"
"0101010201","Banco Um","2022-06-21","30.0.0031","50.0000"
"0101010201","Banco Um","2022-06-06","30.0.0031","310.0000"
"0101010201","Banco Um","2022-06-06","30.0.0031","40.0000"
"0101010201","Banco Um","2022-08-01","30.0.0031","50.0000"
"0101010201","Banco Um","2022-08-29","30.0.0031","50.0000"
"0101010201","Banco Um","2022-07-20","30.0.0031","296.0000"
"0101010201","Banco Um","2022-08-29","30.0.0031","160.0000"
"0101010201","Banco Um","2022-09-30","30.0.0031","50.0000"
"0101010201","Banco Um","2022-10-26","30.0.0031","50.0000"
"0101010201","Banco Um","2022-11-14","30.0.0031","150.0000"
"0101010201","Banco Um","2022-11-28","30.0.0031","50.0000"
"0101010201","Banco Um","2022-12-21","30.0.0031","100.0000"
"0101010201","Banco Um","2022-12-05","30.0.0031","313.0000"
"0101010201","Banco Um","2023-01-30","30.0.0031","50.0000"
"0101010201","Banco Um","2023-03-08","30.0.0031","120.0000"
"0101010201","Banco Um","2022-01-20","30.0.0031","250.0000"
"0101010201","Banco Um","2022-04-28","30.0.0031","100.0000"
"0101010201","Banco Um","2022-03-02","30.0.0031","50.0000"
"0101010201","Banco Um","2023-05-22","30.0.0031","50.0000"
"0101010201","Banco Um","2023-07-12","30.0.0031","50.0000"
"0101010201","Banco Um","2023-02-23","30.0.0031","50.0000"
"0101010201","Banco Um","2023-03-23","30.0.0031","50.0000"
"0101010201","Banco Um","2023-04-27","30.0.0031","50.0000"
"0101010201","Banco Um","2023-04-05","30.0.0031","800.0000"
"0101010201","Banco Um","2023-04-05","30.0.0031","900.0000"
"0101010201","Banco Um","2023-04-17","30.0.0031","45.0000"
"0101010201","Banco Um","2023-04-20","30.0.0031","150.0000"
"0101010201","Banco Um","2023-05-10","30.0.0031","55.0000"
"0101010201","Banco Um","2023-05-28","30.0.0031","193.1500"
"0101010201","Banco Um","2023-06-06","30.0.0031","352.0000"
"0101010201","Banco Um","2023-07-28","30.0.0031","50.0000"
"0101010201","Banco Um","2023-09-05","30.0.0031","50.0000"
"0101010201","Banco Um","2023-08-16","30.0.0031","150.0000"
"0101010201","Banco Um","2023-11-01","30.0.0031","200.0000"
"0101010201","Banco Um","2023-09-22","30.0.0031","50.0000"
"0101010201","Banco Um","2023-08-17","30.0.0031","74.0000"
"0101010201","Banco Um","2023-10-23","30.0.0031","50.0000"
"0101010201","Banco Um","2023-11-22","30.0.0031","50.0000"
"0101010201","Banco Um","2023-11-30","30.0.0031","136.2500"
"0101010201","Banco Um","2023-12-08","30.0.0031","100.0000"
"0101010201","Banco Um","2023-12-04","30.0.0031","50.0000"
"0101010201","Banco Um","2023-12-05","30.0.0031","429.0000"
"0101010201","Banco Um","2023-12-07","30.0.0031","122.0000"
"0101010201","Banco Um","2023-12-20","30.0.0031","289.6000"
"0101010201","Banco Um","2024-01-02","30.0.0031","136.2500"
"0101010201","Banco Um","2024-01-24","30.0.0031","50.0000"
"0101010201","Banco Um","2024-01-30","30.0.0031","136.2500"
"0101010201","Banco Um","2024-02-29","30.0.0031","136.2500"
"0101010201","Banco Um","2024-02-27","30.0.0031","50.0000"
"0101010201","Banco Um","2024-01-31","30.0.0031","280.0000"
"0101010201","Banco Um","2024-04-01","30.0.0031","15.0000"
"0101010201","Banco Um","2024-03-27","30.0.0031","50.0000"
"0101010201","Banco Um","2023-12-18","30.0.0031","100.0000"
"0101010201","Banco Um","2023-11-16","30.0.0031","100.0000"
"0101010201","Banco Um","2024-02-20","30.0.0031","80.0000"
"0101010201","Banco Um","2024-04-11","30.0.0031","100.0000"
"0101010201","Banco Um","2024-04-24","30.0.0031","50.0000"
"0101010201","Banco Um","2024-05-03","30.0.0031","15.0000"
"0101010201","Banco Um","2024-04-02","30.0.0031","80.0000"
"0101010201","Banco Um","2024-04-10","30.0.0031","97.5900"
"0101010201","Banco Um","2024-05-23","30.0.0031","50.0000"
"0101010201","Banco Um","2024-05-31","30.0.0031","15.0000"
"0101010201","Banco Um","2024-05-20","30.0.0031","350.0000"
"0101010201","Banco Um","2024-07-15","30.0.0031","50.0000"
"0101010201","Banco Um","2024-07-29","30.0.0031","15.0000"
"0101010201","Banco Um","2024-06-28","30.0.0031","170.0000"
"0101010201","Banco Um","2024-07-19","30.0.0031","50.0000"
"0101010201","Banco Um","2024-07-29","30.0.0031","15.0000"
"0101010201","Banco Um","2024-07-04","30.0.0031","313.0000"
"0101010201","Banco Um","2024-08-27","30.0.0031","50.0000"
"0101010201","Banco Um","2024-09-30","30.0.0031","15.0000"
"0101010201","Banco Um","2024-07-25","30.0.0031","45.0000"
"0101010201","Banco Um","2024-09-23","30.0.0031","50.0000"
"0101010201","Banco Um","2024-09-30","30.0.0031","15.0000"
"0101010201","Banco Um","2024-08-29","30.0.0031","180.0000"
"0101010201","Banco Um","2024-08-13","30.0.0031","22.5000"
"0101010201","Banco Um","2024-11-29","30.0.0031","50.0000"
"0101010201","Banco Um","2024-11-29","30.0.0031","15.6200"
"0101010201","Banco Um","2024-12-27","30.0.0031","100.0000"
"0101010201","Banco Um","2025-01-31","30.0.0031","31.2400"
"0101010201","Banco Um","2024-11-29","30.0.0031","1119.9900"
"0101010201","Banco Um","2024-12-17","30.0.0031","200.0000"
"0101010201","Banco Um","2024-12-20","30.0.0031","125.0000"
"0101010201","Banco Um","2025-01-29","30.0.0031","50.0000"
"0101010201","Banco Um","2024-12-27","30.0.0031","100.0000"
"0101010201","Banco Um","2025-03-06","30.0.0031","50.0000"
"0101010201","Banco Um","2025-01-10","30.0.0031","325.6000"
"0101010201","Banco Um","2025-01-06","30.0.0031","230.0000"
"0101010201","Banco Um","2025-01-08","30.0.0031","20.0000"
"0101010201","Banco Um","2025-01-10","30.0.0031","22.5000"
"0101010201","Banco Um","2025-02-10","30.0.0031","261.0300"
"0101010201","Banco Um","2025-01-13","30.0.0031","450.0000"
"0101010201","Banco Um","2025-01-16","30.0.0031","250.0000"
"0101010201","Banco Um","2025-02-10","30.0.0031","1914.2000"
"0101010201","Banco Um","2025-03-25","30.0.0031","50.0000"
"0101010201","Banco Um","2025-03-31","30.0.0031","31.2400"
"0101010201","Banco Um","2025-04-23","30.0.0031","50.0000"
"0101010201","Banco Um","2025-04-28","30.0.0031","15.0000"
"0101010201","Banco Um","2025-04-01","30.0.0031","11.1100"
"0101010201","Banco Um","2025-04-02","30.0.0031","11.1100"
"0101010201","Banco Um","2025-04-04","30.0.0031","45.0000"
"0101010100","Caixa","2021-07-20","30.0.0033","200.0000"
"0101010201","Banco Um","2019-10-21","30.0.0034","345.0000"
"0101010201","Banco Um","2020-08-10","30.0.0034","8.5600"
"0101010201","Banco Um","2020-02-26","30.0.0034","150.0000"
"0101010201","Banco Um","2019-01-07","30.0.0034","401.1200"
"0101010201","Banco Um","2019-01-07","30.0.0034","50.2800"
"0101010201","Banco Um","2019-02-07","30.0.0034","401.1200"
"0101010201","Banco Um","2019-03-13","30.0.0034","55.8000"
"0101010201","Banco Um","2021-03-22","30.0.0034","57.0000"
"0101010201","Banco Um","2021-05-14","30.0.0034","20.0000"
"0101010201","Banco Um","2021-09-29","30.0.0034","32.8500"
"0101010201","Banco Um","2021-11-10","30.0.0034","63.2500"
"0101010201","Banco Um","2022-06-14","30.0.0034","118.9000"
"0101010201","Banco Um","2022-06-06","30.0.0034","57.5500"
"0101010201","Banco Um","2022-08-08","30.0.0034","909.3500"
"0101010201","Banco Um","2022-07-13","30.0.0034","38.3600"
"0101010201","Banco Um","2022-12-08","30.0.0034","110.7100"
"0101010201","Banco Um","2023-04-19","30.0.0034","78.4900"
"0101010201","Banco Um","2023-04-24","30.0.0034","4.1100"
"0101010201","Banco Um","2023-01-20","30.0.0034","900.0000"
"0101010201","Banco Um","2023-11-30","30.0.0034","20.5600"
"0101010201","Banco Um","2023-12-22","30.0.0034","8.7000"
"0101010201","Banco Um","2024-01-25","30.0.0034","310.2300"
"0101010201","Banco Um","2024-01-25","30.0.0034","403.1800"
"0101010201","Banco Um","2024-01-30","30.0.0034","104.3800"
"0101010201","Banco Um","2024-03-04","30.0.0034","554.6000"
"0101010201","Banco Um","2024-03-25","30.0.0034","25.0000"
"0101010201","Banco Um","2024-07-23","30.0.0034","27.0000"
"0101010201","Banco Um","2024-07-31","30.0.0034","115.0000"
"0101010201","Banco Um","2024-10-30","30.0.0034","115.0000"
"0101010201","Banco Um","2020-09-29","30.0.0037","60.0000"
"0101010201","Banco Um","2020-10-08","30.0.0037","8.5900"
"0101010201","Banco Um","2019-09-03","30.0.0037","60.0000"
"0101010201","Banco Um","2021-03-03","30.0.0037","76.0000"
"0101010201","Banco Um","2021-08-23","30.0.0037","28.5300"
"0101010201","Banco Um","2021-10-20","30.0.0037","71.0000"
"0101010201","Banco Um","2022-05-24","30.0.0037","100.0000"
"0101010201","Banco Um","2023-04-14","30.0.0037","1190.0000"
"0101010201","Banco Um","2023-05-11","30.0.0037","203.5100"
"0101010201","Banco Um","2024-04-15","30.0.0037","169.6800"
"0101010201","Banco Um","2025-04-16","30.0.0037","228.5400"
"0101010201","Banco Um","2025-03-06","30.0.0037","40.0000"
"0201040600","Salários a Pagar","2020-12-20","30.0.0039","1374.4800"
"0201040600","Salários a Pagar","2019-12-22","30.0.0039","1299.4100"
"0201040600","Salários a Pagar","2019-01-01","30.0.0039","1242.6400"
"0201040600","Salários a Pagar","2021-12-20","30.0.0039","1532.3700"
"0201040600","Salários a Pagar","2022-12-20","30.0.0039","1727.7900"
"0201040600","Salários a Pagar","2023-12-29","30.0.0039","1885.9700"
"0201040600","Salários a Pagar","2024-12-29","30.0.0039","1813.9000"
"0101010201","Banco Um","2021-01-05","30.0.0040","1374.4800"
"0101010201","Banco Um","2020-01-02","30.0.0040","1299.4100"
"0101010201","Banco Um","2019-01-03","30.0.0040","1242.6400"
"0101010201","Banco Um","2022-01-05","30.0.0040","1532.3700"
"0101010201","Banco Um","2023-01-02","30.0.0040","1727.7900"
"0101010201","Banco Um","2024-01-03","30.0.0040","1885.9700"
"0101010201","Banco Um","2025-01-03","30.0.0040","1813.9000"
"0101010100","Caixa","2021-07-20","30.0.0060","50.0000"
"0101010201","Banco Um","2021-02-01","30.0.0061","1290.0400"
"0101010201","Banco Um","2021-03-03","30.0.0061","1290.0400"
"0101010201","Banco Um","2019-09-03","30.0.0061","1217.9000"
"0101010201","Banco Um","2019-08-01","30.0.0061","1613.7500"
"0101010201","Banco Um","2019-10-03","30.0.0061","1213.9000"
"0101010201","Banco Um","2019-11-04","30.0.0061","1217.9000"
"0101010201","Banco Um","2019-12-02","30.0.0061","674.7500"
"0101010201","Banco Um","2019-12-03","30.0.0061","1217.9000"
"0101010201","Banco Um","2020-10-01","30.0.0061","1289.2200"
"0101010201","Banco Um","2020-11-06","30.0.0061","1289.2200"
"0101010201","Banco Um","2020-10-01","30.0.0061","1722.0600"
"0101010201","Banco Um","2020-09-03","30.0.0061","1289.2200"
"0101010201","Banco Um","2020-12-01","30.0.0061","1289.2200"
"0101010201","Banco Um","2020-11-20","30.0.0061","713.4800"
"0101010201","Banco Um","2020-12-22","30.0.0061","600.7400"
"0101010201","Banco Um","2020-04-03","30.0.0061","1217.9000"
"0101010201","Banco Um","2020-08-01","30.0.0061","1289.2200"
"0101010201","Banco Um","2020-06-01","30.0.0061","1289.2200"
"0101010201","Banco Um","2020-07-02","30.0.0061","1289.2200"
"0101010201","Banco Um","2020-05-06","30.0.0061","1289.2200"
"0101010201","Banco Um","2020-04-06","30.0.0061","133.0700"
"0101010201","Banco Um","2019-12-20","30.0.0061","566.7900"
"0101010201","Banco Um","2019-12-23","30.0.0061","99.9800"
"0101010201","Banco Um","2020-02-03","30.0.0061","1217.9000"
"0101010201","Banco Um","2020-03-02","30.0.0061","1217.9000"
"0101010201","Banco Um","2019-06-01","30.0.0061","1217.9000"
"0101010201","Banco Um","2019-04-05","30.0.0061","72.5000"
"0101010201","Banco Um","2019-07-02","30.0.0061","1217.9000"
"0101010201","Banco Um","2019-08-01","30.0.0061","1217.9000"
"0101010201","Banco Um","2019-05-27","30.0.0061","110.0000"
"0101010201","Banco Um","2019-02-05","30.0.0061","1164.7400"
"0101010201","Banco Um","2019-03-01","30.0.0061","1182.4200"
"0101010201","Banco Um","2019-01-28","30.0.0061","70.0000"
"0101010201","Banco Um","2019-04-01","30.0.0061","1182.4200"
"0101010201","Banco Um","2019-05-03","30.0.0061","1217.9000"
"0101010201","Banco Um","2021-02-17","30.0.0061","60.0300"
"0101010201","Banco Um","2021-05-03","30.0.0061","1372.0900"
"0101010201","Banco Um","2021-06-01","30.0.0061","1372.0900"
